Creature,Attack,Defence,Speed,HP,
0,5.348105,4.427216,5.758184,5.448879
1,5.405971,4.368222,7.408233,6.38025
2,5.307785,2.643156,4.338585,5.237614
3,4.370481,5.429665,6.726183,4.697626
4,6.629035,7.358853,6.661036,6.845344
5,5.842561,5.783028,4.099302,6.289817
6,4.714574,5.339652,5.814939,6.058848
7,2.82005,4.365748,5.774018,5.686237
8,6.083138,6.089401,6.194752,5.770707
9,4.257749,7.682811,5.809956,3.343325
10,4.444884,6.800575,6.440136,5.09724
11,5.714785,6.529048,7.333523,5.410491
12,3.802327,4.365748,6.411757,4.913588
13,5.436592,5.43912,6.82023,7.13191
14,4.504359,2.619882,5.791458,4.697626
15,5.4522,8.243824,6.440136,6.302405
16,3.757078,3.819342,5.003437,5.309783
17,4.077788,5.479667,5.652031,4.383591
18,5.324369,4.389712,7.425436,6.321237
19,5.341847,7.919854,6.298343,6.459672
20,6.544386,4.606456,7.766223,6.117246
21,4.345522,4.893203,6.266016,5.043748
22,3.441678,3.212279,5.643395,5.212601
23,6.59811,3.266363,6.998756,4.673203
24,12.57764,11.31881,16.11718,8.304894
25,3.581997,3.837716,5.148666,7.085397
26,2.7518,5.429665,5.541628,4.697626
27,6.546092,7.369463,6.612084,6.70079
28,4.499035,5.335617,5.75077,7.160726
29,4.207688,2.643156,4.579473,4.963304
30,4.848773,5.284799,6.936911,4.584845
31,4.457873,4.014361,5.88512,3.911029
32,3.808479,4.028284,4.83134,4.281357
33,5.436592,5.783028,5.481006,6.476315
34,3.816946,6.493295,5.714506,6.605469
35,3.81424,3.142689,5.085241,7.461671
36,4.251757,6.484945,6.437335,4.208928
37,4.502923,4.475556,7.059797,3.849698
38,4.612714,4.849896,4.860314,5.1295
39,6.629035,6.610489,6.240241,6.624519
40,3.331532,7.13059,4.652206,5.095237
41,4.705969,5.680669,5.105596,6.000204
42,8.027691,10.78124,12.17407,8.893044
43,3.104524,4.910312,5.2726,6.768407
44,4.856775,5.429665,6.577359,5.382961
45,5.896345,9.34866,16.03646,9.199702
46,3.312573,7.908828,5.437474,4.993437
47,4.731191,5.084608,8.068527,6.321237
48,5.854011,6.137719,6.194752,4.543187
49,3.594187,5.654186,6.298343,5.204079
50,3.650657,3.142689,4.702893,6.864933
51,4.869727,7.220313,6.646863,6.520356
52,3.759994,4.589451,7.165361,7.356367
53,4.411767,4.842853,5.14646,5.706355
54,3.110564,6.785702,6.223712,4.446929
55,2.965232,7.479779,6.643068,8.078904
56,4.325558,4.76368,6.484037,5.732344
57,4.932852,4.802793,6.554782,6.70079
58,6.546092,7.313524,7.338085,6.274662
59,6.629035,5.985086,5.690993,6.38981
60,5.01753,6.109945,5.814939,4.750334
61,5.436592,4.172944,6.365749,7.13191
62,6.083138,5.344283,5.820709,7.101338
63,15.92605,10.12699,19.15324,11.00484
64,4.502923,6.638858,7.123876,3.797893
65,6.062167,6.800575,5.089162,7.461671
66,5.403284,3.214097,5.273747,6.007961
67,4.899475,3.200727,9.056031,8.39224
68,3.30535,4.12607,5.071439,5.360672
69,4.200167,6.3527,5.804656,5.941451
70,6.045379,6.607718,6.309055,7.090024
71,2.793281,4.770762,5.774018,6.210536
72,7.399387,2.717983,13.0333,10.07077
73,3.802327,4.365748,6.411757,4.913588
74,3.914794,3.667796,6.83768,5.519221
75,6.363589,3.862039,6.726183,5.758165
76,4.339811,5.722614,6.493814,6.439615
77,5.743238,4.687967,4.338585,4.553862
78,2.531919,7.002479,5.825917,4.567244
79,4.968685,3.819342,6.240241,6.624519
80,2.207042,6.712132,5.852693,4.115975
81,5.202785,6.209291,6.952956,6.58898
82,4.135803,4.162029,6.503046,4.454232
83,3.781082,4.781784,6.437335,5.652219
84,6.834061,13.41124,9.823489,9.946118
85,10.50737,10.40232,15.05352,9.006762
86,2.609175,3.735877,6.364213,5.405743
87,5.344705,7.220313,7.869639,7.262302
88,5.194784,5.484332,6.463157,5.476374
89,2.7518,5.429665,5.541628,4.697626
90,2.736291,5.874906,6.673928,4.585092
91,4.295479,6.385695,4.092666,5.140763
92,5.425777,6.061432,3.656492,5.55908
93,3.723345,3.819342,7.017514,8.711171
94,3.095511,4.583886,6.421823,4.584235
95,3.056488,7.029646,6.651017,5.576251
96,4.566377,4.589451,5.822845,5.528723
97,5.530983,7.215206,4.837771,6.240381
98,6.544386,7.358853,7.766223,6.309958
99,6.030951,5.834628,7.014498,6.303563
100,5.485544,5.463811,4.882597,7.908216
101,14.68956,15.67243,13.92713,9.592336
102,4.001038,6.432965,7.128847,4.814562
103,4.98667,4.389712,7.639824,4.982129
104,3.160903,3.712202,5.127979,5.975194
105,5.341847,7.919854,6.298343,6.459672
106,4.562153,3.230405,7.555616,5.585145
107,4.251757,6.137719,6.194123,4.543187
108,6.108877,6.431425,7.417843,5.279086
109,7.35915,8.538342,11.82441,9.790493
110,4.791584,5.650502,5.279977,4.295676
111,3.048149,4.085168,5.708822,4.159456
112,5.032826,6.077232,5.790418,4.931985
113,3.838464,3.570218,5.978292,7.057549
114,4.100098,4.308262,3.434284,5.553571
115,6.546092,7.014503,5.78434,5.977995
116,6.629035,12.45244,12.40433,10.24864
117,5.819321,5.667174,6.829691,6.807667
118,4.338249,6.585996,6.098458,5.044863
119,15.31098,6.40256,11.32308,17.11748
120,5.405971,4.368222,7.408233,6.38025
121,4.722851,3.667796,13.18221,3.619541
122,3.914794,5.091812,5.902552,5.664772
123,17.18524,14.4117,14.66949,12.02567
124,5.343934,4.426947,6.221036,6.806077
125,6.342479,3.463322,5.197965,6.728067
126,4.847969,4.368222,6.007632,5.17166
127,6.041573,5.117578,5.185578,5.514616
128,5.4522,6.064317,5.089162,6.70079
129,4.79688,5.673625,5.173401,4.525749
130,3.72665,5.966118,6.873212,5.514616
131,7.625389,8.214369,8.329788,7.947574
132,3.42504,6.822351,6.156131,5.519221
133,6.546092,6.379602,6.310345,6.38025
134,3.81424,3.712202,4.774213,7.085397
135,4.384295,4.389712,4.860314,6.279077
136,12.19998,11.34771,13.79772,12.00008
137,5.774154,5.292136,5.595766,6.569728
138,7.48144,6.28026,5.695195,7.320656
139,4.828488,7.691874,5.429776,6.459672
140,2.421674,5.323564,5.307748,4.303741
141,2.609175,7.537309,4.538606,6.342191
142,4.473437,3.428955,6.969225,6.461587
143,5.148162,6.792372,6.288849,5.487372
144,5.430023,5.236808,7.453584,7.356367
145,4.996291,4.842853,3.51581,5.176119
146,3.914794,3.765499,4.971006,5.506221
147,6.816716,4.768527,6.637924,5.482532
148,6.00984,5.34882,5.18599,6.53594
149,3.511365,5.649665,4.998746,9.801889
150,3.736349,3.962977,7.43539,4.303741
151,3.910908,4.3211,6.421823,6.271748
152,3.802327,4.3211,5.184892,4.786938
153,5.098312,5.520197,8.275254,4.550701
154,3.675906,5.007255,5.647218,6.691087
155,6.187663,7.649648,4.59358,6.066948
156,5.320591,10.62061,8.633576,10.04488
157,4.370481,9.716598,12.28697,4.487227
158,2.711191,4.180636,7.806579,7.26719
159,4.645063,6.069964,5.339385,8.084412
160,4.691288,7.432936,6.002985,5.13029
161,5.088288,9.34866,16.03646,8.39224
162,6.807745,6.610489,5.782116,4.553862
163,5.420752,6.407578,5.253365,6.210964
164,4.093065,6.434307,4.708055,6.546021
165,5.014163,7.523391,6.033745,5.286294
166,4.236963,5.570835,5.543229,4.261052
167,5.412539,5.434356,11.97691,10.27801
168,4.79688,6.896343,5.106853,7.019008
169,5.178259,5.071126,7.097393,6.27571
170,4.077788,6.212148,6.333186,3.84769
171,4.278575,5.154235,5.093982,4.102459
172,4.400743,6.553199,5.18599,6.434211
173,5.553553,4.388641,6.717706,4.727634
174,7.228391,6.687344,12.28697,8.44779
175,6.544386,6.136136,7.766223,7.063295
176,6.073436,7.029646,8.964769,5.21948
177,5.349225,7.908828,5.906116,5.8009
178,4.932043,7.13059,4.652206,7.108813
179,3.186547,4.589451,6.081709,7.805233
180,5.267263,6.083687,7.70165,5.71789
181,2.835099,6.78859,5.322954,4.041023
182,5.876431,4.711568,6.005612,4.513792
183,4.106005,7.455969,5.608169,5.877434
184,5.035139,4.609643,4.532104,6.210536
185,15.42201,28.0001,16.90788,16.73842
186,3.291466,3.667796,14.02238,9.998948
187,4.730306,5.161005,6.436215,6.201961
188,3.443186,5.003121,6.20282,5.642849
189,5.320591,4.254385,6.918403,5.877818
190,3.054302,4.475556,5.541628,4.693934
191,3.759994,4.406209,6.577359,6.299712
192,6.752017,5.430684,7.338085,5.17166
193,4.640221,7.13059,4.652206,5.842322
194,4.416193,3.998468,6.753008,6.25655
195,5.237545,6.256775,5.88512,5.514616
196,4.531002,5.493078,6.242693,8.920362
197,5.511586,5.522876,6.541161,7.393067
198,4.714574,4.78405,5.124745,4.553862
199,5.343899,6.02202,5.840379,5.605471
200,5.684673,6.022453,7.602089,5.160908
201,3.357876,13.9562,9.889736,10.67976
202,19.12098,23.52069,21.06124,19.23879
203,5.760448,7.081684,4.877816,6.234458
204,5.260125,2.826289,6.784369,4.226081
205,4.207688,4.868249,4.579473,4.65659
206,4.996291,5.382216,4.860314,5.554461
207,3.654994,5.629967,6.842148,5.471159
208,3.731155,4.033003,5.814896,4.894939
209,5.267263,5.421733,5.831187,4.331273
210,4.416193,3.998468,5.642455,6.184381
211,3.027542,5.527532,4.118186,5.402356
212,4.855582,6.05419,4.476053,5.553571
213,6.060201,3.918014,7.932842,9.210884
214,4.535139,4.3211,4.349041,6.290513
215,3.723345,3.885313,7.46516,4.243439
216,6.346156,5.344283,6.200613,6.712407
217,5.287125,5.520197,6.705195,4.248625
218,4.879599,3.819342,11.91028,4.130455
219,3.563707,4.863143,6.05037,4.931985
220,15.71382,11.61592,15.88275,8.978269
221,3.501923,4.56796,8.391286,6.662041
222,7.759159,6.761513,6.589453,6.53594
223,5.237545,5.582891,6.577359,5.514616
224,4.733967,4.802672,7.228397,7.356367
225,4.910903,5.602437,7.737571,8.990017
226,4.232057,4.238712,6.221364,5.565709
227,2.609175,5.031674,6.002985,5.13029
228,3.077819,5.876769,6.579165,10.17819
229,3.802327,4.365748,6.411757,4.913588
230,3.30535,5.491688,6.379676,6.838518
231,4.106005,6.269498,5.049529,5.906164
232,6.00984,5.629232,6.354921,6.840269
233,4.297214,3.945273,7.040311,5.770948
234,5.349225,6.933464,5.295889,6.520356
235,6.080775,4.610777,7.789001,6.321237
236,4.510857,6.523761,7.165361,6.400884
237,8.013964,13.52857,11.85411,10.85198
238,5.009358,7.61938,7.551032,5.245584
239,5.133469,6.872038,5.522585,4.975729
240,6.904456,6.173775,12.82218,10.36046
241,4.140421,4.974366,6.621902,4.446929
242,7.625389,7.986388,8.001681,7.604447
