Creature,Attack,Defence,Speed,HP,
0,5.095407,6.118568,4.893254,5.069474
1,4.910617,7.39331,4.238394,5.778901
2,4.237485,7.334956,5.106318,3.836213
3,6.087715,4.607462,8.495712,4.614531
4,5.572425,5.72375,6.267931,7.201242
5,4.841146,5.811607,6.548279,6.533819
6,7.473921,4.212536,6.151912,5.193033
7,4.689002,5.513088,4.647507,6.50976
8,6.857077,7.343316,4.537616,4.3307
9,5.600698,3.746863,6.558715,6.300306
10,4.195755,7.052592,4.173866,4.241421
11,5.244789,5.576458,6.019702,6.633201
12,6.57305,6.118568,4.865068,5.893683
13,4.910617,7.39331,4.238394,5.778901
14,3.931243,6.727678,6.638381,5.165258
15,6.998434,5.171664,3.850558,6.74969
16,4.732287,5.576458,6.327236,6.867851
17,5.206851,6.118568,5.32868,5.74842
18,4.621994,6.173287,7.132379,5.090169
19,7.473921,4.822724,6.879401,4.559786
20,3.39484,6.647151,5.123758,4.79294
21,4.073812,6.436279,4.756853,5.804383
