Creature,Attack,Defence,Speed,HP,Fitness,
1,5.409296,5.050431,6.749808,4.493996,0.1286491
2,4.393095,4.711285,5.438186,7.865786,0.8646084
4,6.082962,6.707061,7.327427,5.407623,2.210865
Creature,Attack,Defence,Speed,HP,Fitness,
7,7.215998,5.358814,6.141364,5.334853,0.244819
2,5.394864,7.447258,4.078138,4.79982,0.5667999
8,4.515524,4.850369,6.639243,4.806316,0.9880343
5,5.228348,6.137217,5.414133,5.48286,0.9883388
10,4.407216,4.447089,7.597582,6.512975,1.763664
1,5.618506,5.286558,5.106623,7.004048,2.007881
17,6.307498,7.610997,5.442678,5.42873,0.1733211
9,7.215998,6.533775,5.510816,4.005056,3.446579
12,5.828042,6.240057,2.667528,4.520127,1.833362
15,5.618506,8.143387,4.102828,4.644073,0.7665346
18,5.796412,5.098905,4.337423,5.843903,2.753195
16,5.301338,3.261116,6.99145,7.287695,1.315856
20,6.438575,6.679145,3.197038,4.637552,2.469893
4,5.796412,5.098905,4.337423,5.843903,3.787524
3,6.438575,6.679145,3.197038,4.637552,4.526935
6,5.896438,6.590864,6.877151,5.715559,4.250208
14,6.396153,6.722242,5.106623,6.533912,3.020847
19,7.860486,6.314166,5.510816,4.107331,2.644582
27,5.811618,4.788673,5.396309,4.274876,0.1934308
30,6.406945,7.46425,3.766158,4.943323,0.9518179
29,7.313968,7.976839,5.726985,4.107331,1.03363
11,5.32282,5.055934,5.789992,6.417482,3.590821
23,6.878152,4.771581,4.241288,5.852859,1.33739
25,5.878279,6.203182,6.877151,6.283387,1.989731
28,6.297234,6.666636,6.750138,5.715559,2.391745
22,6.438575,6.679145,3.197038,4.637552,3.261474
40,5.813425,8.75979,4.518374,5.09913,0.05582887
24,7.34973,7.716056,5.974396,5.42873,2.848738
35,6.751384,6.211745,5.230374,4.814339,0.8050512
13,6.751384,6.211745,5.230374,4.814339,7.779811
34,7.200313,6.512597,4.241288,6.246881,1.058759
39,6.438575,4.755236,3.623672,6.417482,1.1598
21,6.291146,6.738388,4.337423,5.843903,6.132667
33,6.316983,7.642057,6.750138,5.715559,2.856323
26,5.168296,5.708678,5.20994,5.995835,4.877521
38,7.938024,6.976049,3.160158,5.139917,3.361283
42,6.751384,6.211745,5.230374,4.814339,0.3496554
31,7.34973,6.715266,5.442678,5.42873,4.804765
48,6.291146,6.738388,4.337423,5.843903,1.389058
46,5.168296,5.708678,5.20994,5.995835,1.26991
45,7.071578,7.636757,4.337423,6.943055,2.024632
32,6.751384,6.211745,5.230374,4.814339,5.094359
41,6.291146,6.738388,4.337423,5.843903,3.383381
52,7.313968,6.86783,5.013569,4.050896,1.466349
55,7.095911,6.211745,4.535978,3.060873,0.5514448
51,7.313968,6.86783,5.013569,4.050896,1.041686
43,6.291146,6.738388,4.337423,5.843903,3.149122
47,6.751384,6.211745,5.230374,4.814339,4.570448
54,7.891117,6.738388,5.352384,5.455756,3.543512
60,6.291146,6.738388,4.337423,5.843903,2.211943
64,6.424181,6.160926,6.440043,4.306923,0.05006669
37,7.313968,6.86783,5.013569,4.050896,8.625286
58,8.775507,7.422171,4.729654,4.814339,2.490774
53,7.010925,7.5473,4.334852,3.734442,2.808651
61,7.360283,7.421578,4.666128,4.07355,1.595387
49,7.083078,6.378294,5.230374,5.715559,7.993384
50,6.751384,6.211745,5.230374,4.814339,6.193082
56,5.690639,6.976049,5.177723,5.804363,4.565584
57,6.972362,7.636757,5.182111,4.913393,6.042343
36,5.93439,5.708678,6.30904,6.127618,9.30323
66,7.083078,6.211745,5.230374,4.814339,3.460795
76,5.789559,6.421709,5.726594,4.682557,0.5804102
80,7.242578,6.429567,5.17065,6.463096,0.5887184
72,6.130453,6.607047,6.025125,5.232161,0.8950086
73,6.418826,6.607047,6.757981,5.380082,0.7227049
44,6.424181,6.160926,6.440043,4.306923,7.716057
62,6.751384,5.313376,4.930479,4.38073,4.40976
78,5.93439,5.708678,6.757981,4.814339,1.394013
69,6.476483,6.163115,4.998083,6.044528,5.989027
71,7.464154,6.86783,5.658881,3.346295,3.307045
85,5.802918,6.607047,6.440043,3.642478,0.270399
86,6.438575,5.708678,5.262591,6.044528,0.458404
89,6.555654,6.607047,6.361691,4.478861,0.6252503
90,6.476483,6.163115,4.998083,6.044528,2.163739
65,5.93439,5.708678,6.30904,6.127618,4.573992
77,5.93439,5.708678,6.30904,6.127618,2.799541
70,5.93439,6.184641,5.648242,5.995835,6.732372
74,6.626671,6.378294,4.912436,5.42873,5.981771
96,5.93439,5.708678,6.30904,6.127618,0.3464035
93,5.93439,5.708678,6.30904,6.127618,0.6208345
81,6.277286,5.708678,5.857842,5.232161,4.082572
67,6.277286,7.071338,4.798956,4.848607,7.898858
84,6.555654,5.708678,6.361691,5.291234,3.955922
97,5.93439,6.184641,5.648242,5.995835,2.637343
102,6.283113,5.375729,5.013569,3.675263,0.7519742
94,8.080062,6.86783,5.013569,5.699652,2.804623
99,5.93439,5.708678,6.30904,6.127618,3.564759
92,5.93439,5.708678,6.30904,5.995835,3.64376
107,5.93439,5.708678,6.30904,6.127618,1.364005
63,7.891117,5.375729,5.988846,5.381949,11.30665
108,5.93439,5.708678,6.30904,6.127618,1.938299
105,5.957092,7.071338,5.857842,4.848607,2.308243
88,5.95414,6.163115,6.757981,5.380082,6.608522
120,6.776299,5.375729,6.30904,6.41304,0.3750573
113,5.948251,4.872208,5.910493,3.929307,1.354319
104,6.949659,5.708678,5.857842,4.717504,3.566206
106,6.254583,7.071338,6.30904,6.843216,2.270455
101,5.93439,5.708678,6.30904,6.127618,2.802474
75,6.629836,6.607047,5.177723,4.478861,12.94115
59,5.93439,5.708678,6.30904,6.127618,19.28576
91,5.93439,5.708678,5.118,4.347078,7.840271
115,6.974362,6.263019,4.870755,4.369733,1.354005
83,5.924466,6.211745,6.421415,4.329577,8.733212
111,7.12339,5.375729,5.566941,5.046472,2.198535
82,7.496707,5.313376,5.267046,4.07355,10.67389
100,6.629836,6.607047,6.30904,4.478861,7.164911
68,7.313968,6.86783,5.013569,4.050896,16.34697
118,6.259326,6.607047,5.17065,6.127618,3.993861
124,5.93439,5.708678,6.30904,6.127618,0.2477388
79,6.259326,6.824415,5.17065,5.380082,12.33861
114,7.096493,6.274097,5.51429,5.710917,3.081307
117,5.93439,5.708678,6.30904,6.127618,3.478663
129,7.365235,6.636889,6.16532,3.346295,1.150005
98,7.12339,5.375729,5.652279,5.553887,8.849371
126,6.629836,6.607047,6.705331,6.127618,2.568013
95,7.049208,5.375729,5.857842,5.046472,11.63365
132,7.12339,5.375729,4.859785,5.553887,0.2558059
125,8.080062,6.391868,4.677002,3.357055,2.806317
110,5.93439,5.708678,6.30904,6.127618,9.027018
133,7.049208,6.103526,5.857842,5.994472,0.5343232
130,5.93439,5.708678,6.30904,6.127618,3.073692
128,6.208268,6.184641,5.013569,4.182679,4.486105
121,5.93439,5.708678,6.30904,6.127618,4.472145
112,5.93439,6.607047,5.646444,6.843216,7.080845
142,5.995627,5.708678,4.589355,5.370685,0.6685953
144,5.93439,5.708678,5.857842,5.947759,0.1813617
138,7.049208,5.375729,5.013569,5.125922,4.35113
116,7.669808,7.08301,4.483327,3.357055,8.402609
87,5.957092,6.607047,5.646444,5.392442,17.12763
131,5.957092,6.607047,5.646444,5.392442,5.215992
