Attack,Defence,Speed,HP,
3.989616,3.969031,6.534572,5.685178
6.168726,5.35515,6.537496,5.450408
5.199353,6.25736,7.101713,5.418932
4.582934,4.187171,3.79955,6.187607
7.184969,5.405315,6.280068,4.204513
7.177374,4.310896,4.991354,6.933873
6.204366,7.128957,5.134416,7.597836
5.381968,6.653629,5.87073,4.464697
3.100867,3.997753,3.995346,7.319261
5.252551,8.151567,4.418735,4.855311
4.890573,2.864559,5.157875,6.443548
3.927659,4.151065,4.855087,5.32676
7.483522,4.21946,7.364723,5.922556
8.231939,6.93785,5.214062,4.897194
6.01104,3.453314,5.330841,6.849988
6.761106,5.077327,5.58584,4.758465
4.911435,6.433681,4.991454,4.06757
5.351593,5.606222,5.597513,6.770323
5.38012,4.450239,4.361064,6.66825
8.231939,5.713892,6.828947,7.547662
5.203662,3.884395,4.544626,5.409749
8.231939,3.63099,6.754854,7.599858
3.860928,5.78952,3.726007,4.606936
5.229515,6.638629,5.116257,4.667685
3.533126,5.493705,4.783606,5.684753
7.600553,4.646246,4.991354,5.519211
5.861049,6.691594,5.982191,5.357329
4.331835,5.329566,5.283959,5.191504
7.446871,4.752416,6.676815,7.243504
7.049158,5.215637,5.891349,5.276068
8.413978,4.310896,5.58584,6.933873
3.989616,3.969031,6.534572,5.685178
5.223307,7.339194,5.44702,7.511999
6.404631,5.546743,3.919179,6.170208
6.271181,3.842323,6.259681,6.693294
6.455803,7.234338,5.035104,6.304207
6.512411,4.21946,6.03853,5.922556
7.184969,5.405315,6.280068,4.204513
5.252551,8.151567,4.418735,4.855311
7.97452,6.006184,6.612737,7.547662
8.231939,4.674897,7.014672,6.693294
8.413978,4.646246,5.58584,6.933873
5.464963,5.140998,4.348228,5.270392
6.548976,4.585122,5.566636,6.443548
6.375628,6.683486,3.63842,6.286931
5.381902,2.841977,5.921275,6.869913
5.618752,7.881413,4.646695,6.60657
4.474306,3.21647,6.383897,3.280176
8.274046,3.63099,5.995545,6.122908
5.252551,5.580586,5.193972,5.450408
7.184969,5.361101,6.478137,4.932044
6.038401,4.310896,3.771724,7.585157
7.193915,6.76059,5.82547,3.39206
6.761106,5.373791,3.407677,4.571724
2.865277,5.343459,6.027218,5.673079
7.97452,6.006184,6.263351,6.774192
5.651547,7.445105,5.746147,4.723713
6.512411,5.553235,3.407677,5.542551
9.04997,7.407456,6.872856,7.738022
5.618752,7.881413,5.035104,6.60657
3.927659,4.671504,6.534572,5.476847
7.177658,4.646246,5.62959,6.304207
6.512411,4.379939,5.62958,5.647127
7.738418,5.713892,5.946768,6.718159
5.203662,3.15685,3.771724,6.170495
8.003233,6.25341,5.443864,6.693719
9.172243,6.661974,4.431427,5.624564
7.310893,5.63334,6.960086,6.743938
7.310893,6.763398,3.919179,6.170208
8.787,6.76059,6.576804,3.671357
6.772116,5.191702,4.611225,5.287971
6.635519,3.63099,5.576263,7.32296
5.561145,5.525397,6.115213,5.767765
7.184969,8.054532,6.189438,7.996682
6.855405,4.662807,5.399787,5.097676
7.304391,5.824676,5.188563,7.727223
6.184639,8.384188,4.646695,6.204629
8.413978,4.646246,3.309234,6.170495
5.070854,4.585122,4.894986,7.297916
8.07393,4.674897,7.014672,6.300749
6.976707,5.588397,4.854943,3.719483
8.231939,5.713892,5.946768,7.110704
6.256784,4.381841,6.115514,6.693294
8.750443,6.25341,7.282562,6.883654
8.07393,6.93785,6.599144,5.23022
7.446871,5.929336,4.991354,7.240153
7.177374,4.310896,4.455142,5.730763
6.548976,5.683061,5.188563,7.159618
9.143531,4.28397,4.431427,7.091587
7.304391,4.726736,4.856678,5.409749
6.433605,7.234338,5.399787,6.650811
8.07393,5.683061,7.697691,5.241012
7.446871,5.51946,5.089797,6.800421
5.906923,2.88112,5.400115,7.297916
9.471769,7.407456,6.828947,6.831457
6.330757,3.171584,5.129601,7.284033
7.573863,4.323894,4.953799,6.225104
6.618565,4.595877,5.403218,4.708617
8.114451,4.726736,5.188563,5.409749
5.467233,7.881413,6.420186,6.027308
5.461081,3.979059,5.953034,4.755981
6.455803,4.669985,5.476952,6.304207
6.772116,6.95038,4.215915,5.894779
6.772116,4.835926,7.097329,5.878776
7.492526,7.407456,6.51863,7.55128
7.096231,6.583066,4.044181,4.790012
6.383862,7.595554,6.31223,5.383359
6.548976,3.979059,4.014125,6.443548
4.831241,7.563994,6.939546,5.40004
7.316618,5.077327,5.403218,4.889544
6.772116,4.323894,5.632563,5.772202
8.260652,6.204577,7.274393,7.644451
5.345192,6.987112,6.190384,6.466616
7.910346,6.0539,4.455142,5.59649
6.92108,5.985902,5.104891,4.207801
7.440748,4.340454,3.263396,7.240153
6.793561,7.583754,6.03983,5.647127
8.507538,4.531197,4.716697,7.323385
8.003233,7.407456,5.443864,6.170208
