Creature,Attack,Defence,Speed,HP,Fitness,
9,6.275767,4.981398,4.820195,5.454179,0.01128628
8,5.443358,4.324423,6.455192,6.022694,0.9299999
6,5.3863,6.293098,5.097351,4.586259,1.777752
12,6.075034,4.714321,5.416431,6.793162,1.613638
7,5.243918,5.582283,5.270296,4.222383,3.93126
4,7.101888,6.293571,6.116702,6.902691,3.159616
17,6.075034,3.960462,5.416431,7.679137,1.051671
10,5.409511,5.025667,5.632507,6.652775,3.079655
18,6.075034,4.714321,5.416431,6.793162,2.781714
0,3.60057,5.538834,5.203531,6.287506,3.019885
23,7.377826,4.41386,7.091242,7.495554,0.9069383
5,4.829367,4.765746,8.307157,6.055413,5.144551
13,6.085417,6.179041,5.349157,5.244735,2.5736
25,7.157377,4.904289,7.091242,7.894437,2.160536
24,4.131017,6.900836,6.662889,4.477034,1.092311
28,4.516397,5.582283,4.679266,5.376472,1.399629
14,5.73517,5.496897,8.064008,5.847808,5.10648
29,7.028263,6.293571,5.988694,6.902691,2.592727
3,6.970096,4.710643,6.082479,4.079942,3.344851
16,5.348809,4.208872,4.171706,6.284383,9.250251
21,5.946367,4.847445,5.113725,5.293985,6.348001
1,6.578545,5.88516,5.723706,4.36669,5.672679
11,4.368239,5.801753,6.470951,6.858562,8.267167
20,4.396454,7.008089,4.060683,4.322513,5.289823
30,6.088664,4.734594,3.499376,5.240149,3.744567
36,5.254565,2.756251,5.485261,5.218593,0.8588302
34,5.152131,5.233486,4.45485,5.368997,0.9389394
35,5.358833,4.677378,6.487681,4.97686,3.155468
27,4.899316,3.500841,5.159233,6.023429,7.39015
33,5.953205,5.736757,8.075045,6.689108,5.094179
42,4.703266,5.942695,5.550957,4.399838,1.767304
2,4.559663,4.476631,5.115741,5.529274,11.08878
48,5.662294,5.496897,7.485146,5.617495,0.3655046
43,5.324817,5.532032,6.442432,4.991976,2.789609
45,4.668739,6.523625,6.253082,3.973808,1.841399
32,6.657278,4.474461,6.77273,7.066724,7.555299
26,5.43622,5.37593,6.776031,8.090556,4.730428
47,5.952149,4.475224,5.254322,5.471283,3.323407
19,4.828537,6.309544,5.100084,5.972727,11.11196
53,6.436344,3.705292,6.608753,7.430997,1.641662
54,6.075034,4.714321,5.553963,6.793162,2.543304
31,4.829367,4.029617,6.264696,7.212977,6.226477
56,5.826961,2.716125,3.94058,5.293985,1.909726
46,4.703146,5.02924,3.959226,5.559341,2.181422
58,6.557151,5.942695,6.035453,4.176855,2.412127
40,5.763345,5.256056,6.90278,8.522362,7.237102
15,5.552335,6.23875,3.804792,6.034494,9.008958
52,6.445357,4.777437,5.470962,7.718609,7.3879
63,6.137045,5.654434,6.423808,5.124461,4.159813
37,5.679589,6.715147,2.786081,6.177316,11.47128
55,5.491173,3.351271,5.064823,4.333876,3.35572
49,5.035882,5.454556,7.14216,5.518064,6.672691
64,5.378186,6.719772,2.620725,5.568002,1.380537
71,4.829367,5.476396,7.182117,7.313604,1.104119
68,5.354556,5.458266,6.062622,6.451321,1.651686
65,4.393374,3.015054,6.363753,6.893993,4.702958
61,5.282143,3.639746,4.18185,4.21159,8.405253
51,5.023339,4.677378,5.798512,4.85621,8.88739
73,6.35059,5.48887,8.282353,4.228223,3.97669
77,5.306798,6.52459,5.157265,5.894085,1.544728
57,4.083132,4.9783,4.70688,4.09383,6.014837
66,3.143225,3.55959,5.088053,6.878007,7.168174
67,7.757067,6.585909,6.208202,4.777183,1.968219
74,7.578469,11.58296,5.364527,9.634127,4.038199
38,5.58955,5.095612,6.769488,5.256083,5.007192
60,5.40416,6.977438,6.252319,5.28972,4.302916
76,3.720331,6.361611,5.745129,5.294775,3.406866
79,5.844308,5.139694,5.798512,5.429756,2.884167
83,6.657278,5.48887,7.689076,7.066724,4.957547
75,5.348809,5.585952,4.930727,4.786694,6.175484
82,5.454834,3.506328,4.148547,5.555192,3.50168
80,7.019479,5.612682,6.993222,7.679635,7.216106
59,5.698603,5.766978,5.254322,3.074681,7.138261
89,5.679589,6.715147,2.786081,6.177316,3.315226
22,5.955375,5.525715,3.9244,8.161858,12.69366
90,3.758985,3.905025,5.660603,6.683285,6.172778
87,4.834966,4.410633,4.065217,6.021008,3.783793
88,5.559135,7.977846,6.556814,3.449717,4.827188
94,4.468186,6.715147,2.786081,6.025947,5.783745
97,5.454834,5.659814,5.415561,7.077932,4.618028
106,5.954933,4.9783,4.637231,3.944811,0.6025514
105,5.859091,4.993351,6.066579,7.423779,2.665752
102,5.27024,6.309544,5.083298,6.5529,1.95673
62,4.574327,7.059966,7.038234,5.487942,5.277678
99,4.896936,6.369885,5.252156,6.411511,5.353056
39,4.368239,5.801753,6.470951,6.858562,13.23936
108,7.181202,5.48887,7.689076,7.066724,4.690712
107,6.728938,3.55959,6.750152,8.714155,4.165076
91,8.823862,10.43837,11.04556,7.697619,12.43563
85,3.143225,3.55959,5.088053,6.878007,14.18293
110,5.654885,5.437518,5.660603,6.860502,7.610558
98,5.119146,5.279106,6.484017,5.380255,9.915876
84,7.128243,4.263391,6.16053,6.656847,18.07233
116,5.902659,5.30589,4.18185,5.544607,4.691261
92,5.401357,5.268792,4.70688,6.342377,13.38628
120,5.290649,4.697058,5.493131,5.713888,2.933235
95,5.679589,6.715147,2.786081,6.177316,10.79175
